"","CNA_cohort","CNA_covered_in_sc23"
"66","chr2_15290637_38407964","chr2_15300880_15313920,chr2_15313920_15414810,chr2_15414810_15437109,chr2_15437109_15466249,chr2_15466249_15523979,chr2_15523979_15627163,chr2_15627163_15684226,chr2_15684226_15793386,chr2_15793386_15803768,chr2_15803768_15987858,chr2_15987858_16628392,chr2_16628392_16664062,chr2_16664062_16787832,chr2_16787832_16856065,chr2_16856065_17009334,chr2_17009334_17248757,chr2_17248757_17296401,chr2_17296401_17429164,chr2_17429164_17672697,chr2_17672697_17767702,chr2_17767702_17792256,chr2_17792256_17855919,chr2_17855919_17991696,chr2_17991696_18043658,chr2_18043658_18136584,chr2_18136584_18273174,chr2_18273174_18300860,chr2_18300860_18441451,chr2_18441451_18508001,chr2_18508001_18608263,chr2_18608263_18831264,chr2_18831264_18896838,chr2_18896838_18981613,chr2_18981613_19147409,chr2_19147409_19443576,chr2_19443576_19566229,chr2_19566229_19788342,chr2_19788342_19984885,chr2_19984885_20012852,chr2_20012852_20058114,chr2_20058114_20324173,chr2_20324173_20458353,chr2_20458353_20671156,chr2_20671156_20881859,chr2_20881859_21001098,chr2_21001098_21079626,chr2_21079626_21209466,chr2_21209466_21218997,chr2_21218997_21304243,chr2_21304243_21357823,chr2_21357823_21393258,chr2_21393258_21426942,chr2_21426942_21481563,chr2_21481563_21523285,chr2_21523285_21608462,chr2_21608462_21684019,chr2_21684019_21891194,chr2_21891194_22094646,chr2_22094646_22114659,chr2_22114659_22266733,chr2_22266733_22281319,chr2_22281319_22501840,chr2_22501840_22699455,chr2_22699455_22711314,chr2_22711314_23114573,chr2_23114573_23192014,chr2_23192014_23292904,chr2_23292904_23406198,chr2_23406198_23516475,chr2_23516475_23543492,chr2_23543492_23654910,chr2_23654910_23672837,chr2_23672837_23740921,chr2_23740921_23840192,chr2_23840192_23935475,chr2_23935475_23956504,chr2_23956504_24008445,chr2_24008445_24037221,chr2_24037221_24246179,chr2_24246179_24567919,chr2_24567919_24812718,chr2_24812718_24856463,chr2_24856463_24969473,chr2_24969473_25085776,chr2_25085776_25233341,chr2_25233341_25258167,chr2_25258167_25370470,chr2_25370470_25613021,chr2_25613021_25668240,chr2_25668240_25689510,chr2_25689510_25752268,chr2_25752268_25829692,chr2_25829692_25988548,chr2_25988548_26031182,chr2_26031182_26095553,chr2_26095553_26150046,chr2_26150046_26418839,chr2_26418839_26449785,chr2_26449785_26635954,chr2_26635954_26667997,chr2_26667997_27017049,chr2_27017049_27034018,chr2_27034018_27083173,chr2_27083173_27243120,chr2_27243120_27366686,chr2_27366686_27615703,chr2_27615703_27662516,chr2_27662516_28016434,chr2_28016434_28085303,chr2_28085303_28154708,chr2_28154708_28268755,chr2_28268755_28303640,chr2_28303640_28318222,chr2_28318222_28343393,chr2_28343393_28375757,chr2_28375757_28487213,chr2_28487213_28582745,chr2_28582745_28670413,chr2_28670413_28698761,chr2_28698761_28799797,chr2_28799797_28862002,chr2_28862002_29213708,chr2_29213708_29484489,chr2_29484489_29551363,chr2_29551363_29617678,chr2_29617678_29912967,chr2_29912967_30175862,chr2_30175862_30261977,chr2_30261977_30461252,chr2_30461252_30476264,chr2_30476264_30622316,chr2_30622316_30949241,chr2_30949241_30983906,chr2_30983906_31063245,chr2_31063245_31215926,chr2_31215926_31550224,chr2_31550224_31613576,chr2_31613576_31654406,chr2_31654406_31705349,chr2_31705349_31913056,chr2_31913056_31930751,chr2_31930751_31994724,chr2_31994724_32030583,chr2_32030583_32056992,chr2_32056992_32117726,chr2_32117726_32156533,chr2_32156533_32215316,chr2_32215316_32312923,chr2_32312923_32511675,chr2_32511675_32599081,chr2_32599081_32633766,chr2_32633766_32895547,chr2_32895547_32918302,chr2_32918302_33008781,chr2_33008781_33071376,chr2_33071376_33101761,chr2_33101761_33133768,chr2_33133768_33277094,chr2_33277094_33316948,chr2_33316948_33348901,chr2_33348901_33415977,chr2_33415977_33445982,chr2_33445982_33451941,chr2_33451941_33521507,chr2_33521507_33545081,chr2_33545081_33593657,chr2_33593657_33646400,chr2_33646400_33731859,chr2_33731859_33836908,chr2_33836908_33870957,chr2_33870957_33916764,chr2_33916764_33976014,chr2_33976014_34032644,chr2_34032644_34074750,chr2_34074750_34127816,chr2_34127816_34205323,chr2_34205323_34297356,chr2_34297356_34338228,chr2_34338228_34398917,chr2_34398917_34466495,chr2_34466495_34499711,chr2_34499711_34598419,chr2_34598419_34683807,chr2_34683807_34815110,chr2_34815110_34911717,chr2_34911717_35025639,chr2_35025639_35066959,chr2_35066959_35115877,chr2_35115877_35318294,chr2_35318294_35400222,chr2_35400222_35446938,chr2_35446938_35516988,chr2_35516988_35611409,chr2_35611409_35692194,chr2_35692194_35770656,chr2_35770656_35878352,chr2_35878352_35917750,chr2_35917750_35971466,chr2_35971466_36175688,chr2_36175688_36200383,chr2_36200383_36236259,chr2_36236259_36373969,chr2_36373969_36443454,chr2_36443454_36485667,chr2_36485667_36533893,chr2_36533893_36589345,chr2_36589345_36612595,chr2_36612595_36643802,chr2_36643802_36663789,chr2_36663789_36683444,chr2_36683444_36798099,chr2_36798099_36834076,chr2_36834076_36849447,chr2_36849447_36925355,chr2_36925355_36939785,chr2_36939785_36964796,chr2_36964796_36975056,chr2_36975056_37138145,chr2_37138145_37161932,chr2_37161932_37187558,chr2_37187558_37237378,chr2_37237378_37259415,chr2_37259415_37317183,chr2_37317183_37366998,chr2_37366998_37472873,chr2_37472873_37497634,chr2_37497634_37563327,chr2_37563327_37586887,chr2_37586887_37618648,chr2_37618648_37676662,chr2_37676662_37703344,chr2_37703344_37773448,chr2_37773448_37835597,chr2_37835597_37904483,chr2_37904483_37961143,chr2_37961143_38020701,chr2_38020701_38125874,chr2_38125874_38153668,chr2_38153668_38175250,chr2_38175250_38183948,chr2_38183948_38208663,chr2_38208663_38300459,chr2_38300459_38395680"
"67","chr2_43699169_43869231","chr2_43705755_43767896,chr2_43767896_43818643,chr2_43818643_43868444"
"68","chr2_46144410_49389051","chr2_46197348_46256423,chr2_46256423_46322583,chr2_46322583_46391265,chr2_46391265_46443651,chr2_46443651_46625209,chr2_46625209_46714425,chr2_46714425_46876402,chr2_46876402_47044255,chr2_47044255_47312766,chr2_47312766_47723901,chr2_47723901_47809046,chr2_47809046_47873705,chr2_47873705_47943190,chr2_47943190_48001013,chr2_48001013_48094409,chr2_48094409_48214833,chr2_48214833_48370406,chr2_48370406_48503924,chr2_48503924_48529271,chr2_48529271_48637872,chr2_48637872_48848921,chr2_48848921_48945244,chr2_48945244_48995915,chr2_48995915_49059033,chr2_49059033_49175032,chr2_49175032_49251913,chr2_49251913_49339173,chr2_49339173_49343019"
"69","chr2_51065351_65380629","chr2_51115689_51228755,chr2_51228755_51259571,chr2_51259571_51302813,chr2_51302813_51339468,chr2_51339468_51417109,chr2_51417109_51502189,chr2_51502189_51753368,chr2_51753368_51769470,chr2_51769470_51850765,chr2_51850765_52038647,chr2_52038647_52077229,chr2_52077229_52143724,chr2_52143724_52256363,chr2_52256363_52455081,chr2_52455081_52741488,chr2_52741488_52792804,chr2_52792804_52891393,chr2_52891393_53066802,chr2_53066802_53112784,chr2_53112784_53301575,chr2_53301575_53464547,chr2_53464547_53581465,chr2_53581465_53675265,chr2_53675265_53685958,chr2_53685958_53776400,chr2_53776400_53830375,chr2_53830375_53865653,chr2_53865653_53885790,chr2_53885790_53928268,chr2_53928268_53984732,chr2_53984732_54043079,chr2_54043079_54185511,chr2_54185511_54350384,chr2_54350384_54382031,chr2_54382031_54441096,chr2_54441096_54580782,chr2_54580782_54608275,chr2_54608275_54622881,chr2_54622881_54682230,chr2_54682230_54812493,chr2_54812493_54937782,chr2_54937782_55028324,chr2_55028324_55073233,chr2_55073233_55107564,chr2_55107564_55130041,chr2_55130041_55195543,chr2_55195543_55355285,chr2_55355285_55514496,chr2_55514496_55682164,chr2_55682164_55855647,chr2_55855647_55882517,chr2_55882517_55931977,chr2_55931977_55956044,chr2_55956044_56035051,chr2_56035051_56071290,chr2_56071290_56093388,chr2_56093388_56165787,chr2_56165787_56230030,chr2_56230030_56376827,chr2_56376827_56380038,chr2_56380038_56571927,chr2_56571927_56681295,chr2_56681295_56759293,chr2_56759293_57099612,chr2_57099612_57191167,chr2_57191167_57269568,chr2_57269568_57293131,chr2_57293131_57407615,chr2_57407615_57705126,chr2_57705126_57794546,chr2_57794546_57843016,chr2_57843016_57961182,chr2_57961182_57983927,chr2_57983927_58002180,chr2_58002180_58101144,chr2_58101144_58162718,chr2_58162718_58234370,chr2_58234370_58297476,chr2_58297476_58344133,chr2_58344133_58369093,chr2_58369093_58410141,chr2_58410141_58428537,chr2_58428537_58456017,chr2_58456017_58477518,chr2_58477518_58504150,chr2_58504150_58519518,chr2_58519518_58549849,chr2_58549849_58693187,chr2_58693187_58745640,chr2_58745640_58993511,chr2_58993511_59047436,chr2_59047436_59112312,chr2_59112312_59145937,chr2_59145937_59201246,chr2_59201246_59378502,chr2_59378502_59453570,chr2_59453570_59523047,chr2_59523047_59577528,chr2_59577528_59796665,chr2_59796665_59969052,chr2_59969052_60124749,chr2_60124749_60247778,chr2_60247778_60358774,chr2_60358774_60496493,chr2_60496493_60634372,chr2_60634372_60650347,chr2_60650347_60738313,chr2_60738313_60907854,chr2_60907854_60947991,chr2_60947991_60990771,chr2_60990771_61010031,chr2_61010031_61068710,chr2_61068710_61129291,chr2_61129291_61207164,chr2_61207164_61458788,chr2_61458788_61563233,chr2_61563233_61590946,chr2_61590946_61623545,chr2_61623545_61716640,chr2_61716640_61739137,chr2_61739137_61781959,chr2_61781959_61816671,chr2_61816671_61860145,chr2_61860145_61976230,chr2_61976230_62046610,chr2_62046610_62183263,chr2_62183263_62242026,chr2_62242026_62329429,chr2_62329429_62369738,chr2_62369738_62404739,chr2_62404739_62464393,chr2_62464393_62541557,chr2_62541557_62676188,chr2_62676188_62700093,chr2_62700093_62725150,chr2_62725150_62813313,chr2_62813313_62854767,chr2_62854767_63042955,chr2_63042955_63159606,chr2_63159606_63161962,chr2_63161962_63210894,chr2_63210894_63262739,chr2_63262739_63398861,chr2_63398861_63450043,chr2_63450043_63518528,chr2_63518528_63591804,chr2_63591804_63716062,chr2_63716062_63908670,chr2_63908670_63980139,chr2_63980139_64047590,chr2_64047590_64199006,chr2_64199006_64216177,chr2_64216177_64247702,chr2_64247702_64281828,chr2_64281828_64334746,chr2_64334746_64369020,chr2_64369020_64448365,chr2_64448365_64576613,chr2_64576613_64687478,chr2_64687478_64724043,chr2_64724043_64824025,chr2_64824025_64876450,chr2_64876450_64948959,chr2_64948959_65062125,chr2_65062125_65111665,chr2_65111665_65187406,chr2_65187406_65237835,chr2_65237835_65271676"
"70","chr2_70980191_82043794","chr2_71053788_71085497,chr2_71085497_71116413,chr2_71116413_71138865,chr2_71138865_71257586,chr2_71257586_71304439,chr2_71304439_71353754,chr2_71353754_71655087,chr2_71655087_71702011,chr2_71702011_71726741,chr2_71726741_71841283,chr2_71841283_71995952,chr2_71995952_72135293,chr2_72135293_72405028,chr2_72405028_72441160,chr2_72441160_72476186,chr2_72476186_72818532,chr2_72818532_72877907,chr2_72877907_72982332,chr2_72982332_73078193,chr2_73078193_73100154,chr2_73100154_73130754,chr2_73130754_73342474,chr2_73342474_73395126,chr2_73395126_73517214,chr2_73517214_73541218,chr2_73541218_73561872,chr2_73561872_73588687,chr2_73588687_73635525,chr2_73635525_73932098,chr2_73932098_74049164,chr2_74049164_74078204,chr2_74078204_74163147,chr2_74163147_74228705,chr2_74228705_74369934,chr2_74369934_74432998,chr2_74432998_74485007,chr2_74485007_74568574,chr2_74568574_74837075,chr2_74837075_74853866,chr2_74853866_74895403,chr2_74895403_74926598,chr2_74926598_75109936,chr2_75109936_75128437,chr2_75128437_75628233,chr2_75628233_75848598,chr2_75848598_76002350,chr2_76002350_76317305,chr2_76317305_76501805,chr2_76501805_76717057,chr2_76717057_76886492,chr2_76886492_77319036,chr2_77319036_77345078,chr2_77345078_77452730,chr2_77452730_77553651,chr2_77553651_77867836,chr2_77867836_77983908,chr2_77983908_78085971,chr2_78085971_78157585,chr2_78157585_78475467,chr2_78475467_78592845,chr2_78592845_78624003,chr2_78624003_78668719,chr2_78668719_79199671,chr2_79199671_79340416,chr2_79340416_79381026,chr2_79381026_79400080,chr2_79400080_79444960,chr2_79444960_79529919,chr2_79529919_79645644,chr2_79645644_79955988,chr2_79955988_80155997,chr2_80155997_80229588,chr2_80229588_80503330,chr2_80503330_80648952,chr2_80648952_80683036,chr2_80683036_80757881,chr2_80757881_80917454,chr2_80917454_81081105,chr2_81081105_81193871,chr2_81193871_81286180,chr2_81286180_81362994,chr2_81362994_81400455,chr2_81400455_81429289,chr2_81429289_81493048,chr2_81493048_81623653,chr2_81623653_81690426,chr2_81690426_81740239,chr2_81740239_82023985"
"71","chr2_88730232_89265309","chr2_88850221_88960026,chr2_88960026_88981501,chr2_88981501_88997331,chr2_88997331_89007651,chr2_89007651_89051114"
"72","chr2_91470717_93261091","chr2_92062750_92102113,chr2_92102113_92180333,chr2_92180333_92271730,chr2_92271730_92300675,chr2_92300675_92312685,chr2_92312685_92323573"
"73","chr2_97629286_97784668","chr2_97638574_97666234,chr2_97666234_97689369"
"74","chr2_98460559_98985889","chr2_98506437_98694961,chr2_98694961_98790802,chr2_98790802_98802627,chr2_98802627_98967157"
"75","chr2_102306896_102706893","chr2_102384070_102622645"
"76","chr2_102738051_103113985","chr2_102781477_102909355,chr2_102909355_102954692,chr2_102954692_103073307,chr2_103073307_103112149"
"77","chr2_103436097_103543147","chr2_103442258_103517489,chr2_103517489_103539410"
"78","chr2_103588575_103649247","chr2_103597952_103640111"
"79","chr2_104139040_104436698","chr2_104218834_104345286,chr2_104345286_104400302"
"80","chr2_105194004_105642599","chr2_105220810_105346271,chr2_105346271_105399974,chr2_105399974_105414908,chr2_105414908_105557856,chr2_105557856_105623069"
"81","chr2_112636427_114193039","chr2_112677464_112749268,chr2_112749268_112892110,chr2_112892110_112938309,chr2_112938309_112984449,chr2_112984449_113368233,chr2_113368233_113427077,chr2_113427077_113501865,chr2_113501865_113556943,chr2_113556943_113658567,chr2_113658567_113782525,chr2_113782525_113795108,chr2_113795108_113911053,chr2_113911053_114131764,chr2_114131764_114161090"
"82","chr2_114497066_114889746","chr2_114684198_114754809,chr2_114754809_114784277"
"83","chr3_123241629_123596332","chr3_123282196_123436840,chr3_123436840_123524568"
"84","chr3_131757197_131934776","chr3_131837368_131862207"
"85","chr3_131958009_135440246","chr3_132008457_132045841,chr3_132045841_132054516,chr3_132054516_132101484,chr3_132101484_132141124,chr3_132141124_132360247,chr3_132360247_132464125,chr3_132464125_132546100,chr3_132546100_132583525,chr3_132583525_132823807,chr3_132823807_132908404,chr3_132908404_133041957,chr3_133041957_133075916,chr3_133075916_133194595,chr3_133194595_133306862,chr3_133306862_133409134,chr3_133409134_133556084,chr3_133556084_133601575,chr3_133601575_133638239,chr3_133638239_133685852,chr3_133685852_133712708,chr3_133712708_133791969,chr3_133791969_133824858,chr3_133824858_133852799,chr3_133852799_133869117,chr3_133869117_134109415,chr3_134109415_134147898,chr3_134147898_134297565,chr3_134297565_134393579,chr3_134393579_134654626,chr3_134654626_134697827,chr3_134697827_134792749,chr3_134792749_134858593,chr3_134858593_134901151,chr3_134901151_135063493,chr3_135063493_135098553,chr3_135098553_135182350,chr3_135182350_135293326,chr3_135293326_135359965,chr3_135359965_135398055"
"86","chr3_193099_2950594","chr3_ 388597_ 502275,chr3_ 502275_ 519461,chr3_ 519461_ 563197,chr3_ 563197_ 612961,chr3_ 612961_ 670732,chr3_ 670732_ 751508,chr3_ 751508_ 828349,chr3_ 828349_ 849237,chr3_ 849237_ 963362,chr3_ 963362_1035560,chr3_1035560_1078323,chr3_1078323_1128424,chr3_1128424_1184389,chr3_1184389_1197111,chr3_1197111_1230179,chr3_1230179_1297492,chr3_1297492_1393201,chr3_1393201_1467384,chr3_1467384_1504722,chr3_1504722_1686271,chr3_1686271_1710319,chr3_1710319_1800621,chr3_1800621_1851348,chr3_1851348_2053960,chr3_2053960_2077767,chr3_2077767_2104632,chr3_2104632_2151061,chr3_2151061_2240157,chr3_2240157_2293946,chr3_2293946_2465441,chr3_2465441_2541044,chr3_2541044_2692550,chr3_2692550_2764045,chr3_2764045_2785168,chr3_2785168_2851348,chr3_2851348_2914205"
"87","chr3_3063394_3250029","chr3_3071536_3152761,chr3_3152761_3233431"
"88","chr3_4105902_5012726","chr3_4199352_4248550,chr3_4248550_4310855,chr3_4310855_4330067,chr3_4330067_4389624,chr3_4389624_4415744,chr3_4415744_4637976,chr3_4637976_4748254,chr3_4748254_4866628,chr3_4866628_4987221"
"89","chr3_5757746_6191556","chr3_5933797_5989075,chr3_5989075_6055318,chr3_6055318_6157372,chr3_6157372_6179273"
"90","chr3_7723703_7982869","chr3_7795144_7842525,chr3_7842525_7851584,chr3_7851584_7901869,chr3_7901869_7946402"
"91","chr3_8190412_8414257","chr3_8191298_8198025,chr3_8198025_8274955"
"92","chr3_10315561_10525809","chr3_10381973_10418777,chr3_10418777_10490770"
"93","chr3_12495291_14907463","chr3_12512379_12579538,chr3_12579538_12662149,chr3_12662149_12683312,chr3_12683312_12783284,chr3_12783284_12961283,chr3_12961283_13715492,chr3_13715492_13777502,chr3_13777502_13953887,chr3_13953887_13988237,chr3_13988237_14066744,chr3_14066744_14131178,chr3_14131178_14237286,chr3_14237286_14267689,chr3_14267689_14317167,chr3_14317167_14501224"
"94","chr3_14913525_16769704","chr3_14914600_14962340,chr3_14962340_15021021,chr3_15021021_15048936,chr3_15048936_15101302,chr3_15101302_15211745,chr3_15211745_15447298,chr3_15447298_15465122,chr3_15465122_15584706,chr3_15584706_15601596,chr3_15601596_15648940,chr3_15648940_15723893,chr3_15723893_15831115,chr3_15831115_15854551,chr3_15854551_15874034,chr3_15874034_15980834,chr3_15980834_16026632,chr3_16026632_16044751,chr3_16044751_16106627,chr3_16106627_16181893,chr3_16181893_16221690,chr3_16221690_16331237,chr3_16331237_16335683,chr3_16335683_16400600,chr3_16400600_16461086,chr3_16461086_16484935,chr3_16484935_16540225,chr3_16540225_16668300,chr3_16668300_16708032,chr3_16708032_16753103"
"95","chr3_20044101_31703623","chr3_20100343_20145608,chr3_20145608_20225992,chr3_20225992_20284402,chr3_20284402_20307495,chr3_20307495_20346913,chr3_20346913_20377886,chr3_20377886_20424991,chr3_20424991_20736800,chr3_20736800_20901869,chr3_20901869_21451373,chr3_21451373_21610195,chr3_21610195_21734608,chr3_21734608_21893919,chr3_21893919_21949447,chr3_21949447_22039480,chr3_22039480_22195006,chr3_22195006_22210878,chr3_22210878_22239065,chr3_22239065_22333653,chr3_22333653_22410047,chr3_22410047_22508616,chr3_22508616_22529293,chr3_22529293_22709121,chr3_22709121_22747320,chr3_22747320_22795821,chr3_22795821_22886381,chr3_22886381_23014670,chr3_23014670_23035108,chr3_23035108_23114204,chr3_23114204_23174664,chr3_23174664_23213100,chr3_23213100_23273800,chr3_23273800_23611400,chr3_23611400_23752228,chr3_23752228_23803138,chr3_23803138_23871619,chr3_23871619_23933252,chr3_23933252_23974274,chr3_23974274_24125513,chr3_24125513_24215978,chr3_24215978_24237615,chr3_24237615_24319996,chr3_24319996_24576432,chr3_24576432_24624959,chr3_24624959_24737021,chr3_24737021_24945328,chr3_24945328_25137616,chr3_25137616_25200090,chr3_25200090_25239496,chr3_25239496_25264370,chr3_25264370_25339140,chr3_25339140_25400049,chr3_25400049_25537248,chr3_25537248_25557381,chr3_25557381_25598868,chr3_25598868_25663769,chr3_25663769_25753077,chr3_25753077_25810465,chr3_25810465_25849655,chr3_25849655_25918989,chr3_25918989_26026066,chr3_26026066_26067525,chr3_26067525_26154393,chr3_26154393_26178199,chr3_26178199_26524624,chr3_26524624_26550831,chr3_26550831_26650896,chr3_26650896_26681059,chr3_26681059_26729723,chr3_26729723_26813675,chr3_26813675_26958103,chr3_26958103_26992220,chr3_26992220_27058219,chr3_27058219_27092600,chr3_27092600_27136101,chr3_27136101_27169986,chr3_27169986_27174202,chr3_27174202_27207384,chr3_27207384_27286888,chr3_27286888_27300806,chr3_27300806_27341658,chr3_27341658_27347137,chr3_27347137_27388498,chr3_27388498_27447737,chr3_27447737_27505701,chr3_27505701_27824335,chr3_27824335_28046112,chr3_28046112_28082913,chr3_28082913_28240800,chr3_28240800_28300934,chr3_28300934_28501207,chr3_28501207_28575947,chr3_28575947_28606203,chr3_28606203_28684537,chr3_28684537_28738218,chr3_28738218_29159770,chr3_29159770_29179927,chr3_29179927_29581611,chr3_29581611_29759218,chr3_29759218_29873427,chr3_29873427_30125606,chr3_30125606_30182135,chr3_30182135_30267563,chr3_30267563_30381510,chr3_30381510_30440380,chr3_30440380_30637568,chr3_30637568_30859755,chr3_30859755_30934015,chr3_30934015_31003128,chr3_31003128_31095370,chr3_31095370_31187324,chr3_31187324_31233472,chr3_31233472_31404061,chr3_31404061_31462989,chr3_31462989_31544893,chr3_31544893_31581553,chr3_31581553_31658348"
